Архив,Наименование
Архивный отдел администрации Южноуральского городского округа,Южноуральский расчетно кассовый центр
Архивный отдел администрации Южноуральского городского округа,Южноуральский фарфоровый завод
"МКУ""Городской архив г. Магнитогорска""",й строительный участок Всесоюзного треста сельскохозяйственного строительства
"МКУ""Городской архив г. Магнитогорска""",Автомобильная школа Челябинского учебного комбината министерства дорожного и транспортного хозяйства РСФСР;
"МКУ""Городской архив г. Магнитогорска""","Автономная некоммерческая организация Редакция газеты""Магнитогорский металл""Магнитогорского металлургического комбината; г.Магнитогорск Челябинской области"
"МКУ""Городской архив г. Магнитогорска""","Автономная некоммерческая организация""Редакция газеты""Магнитогорский рабочий"""
"МКУ""Городской архив г. Магнитогорска""",Агаповская районная дирекция киносети управления кинофикации Челябинского облисплкома;
"МКУ""Городской архив г. Магнитогорска""",Агаповская районная информационновычислительная станция Центрального статистического управления при Совете министров РСФСР;
"МКУ""Городской архив г. Магнитогорска""",Агаповская центральная районная больница исполнительного комитета Агаповского районного Совета народных депутатов Министерства здравоохранения РСФСР
"МКУ""Городской архив г. Магнитогорска""",Агаповский поселковый Совет народных депутатов и его исполнительный комитет
"МКУ""Городской архив г. Магнитогорска""",Агаповский районный комитет народного контроля
"МКУ""Городской архив г. Магнитогорска""",Агаповский районный потребительский союз Челябинского областного союза потребительских обществ;
"МКУ""Городской архив г. Магнитогорска""",Агаповский районный Совет народных депутатов и его исполнительный комитет
"МКУ""Городской архив г. Магнитогорска""",Агаповское районное производственное многоотраслевое объединение коммунального хозяйства исполнительного комитета районного Совета народных депутатов;
"МКУ""Городской архив г. Магнитогорска""",Администрации города Магнитогорска
"МКУ""Городской архив г. Магнитогорска""",Администрация Ленинского района г.Магнитогорска Администрации города Магнитогорска
"МКУ""Городской архив г. Магнитогорска""",Администрация Орджоникидзевского района г.Магнитогорска Администрации города Магнитогорска
"МКУ""Городской архив г. Магнитогорска""",Администрация Правобережного района г.Магнитогорска Администрации города Магнитогорска
"МКУ""Городской архив г. Магнитогорска""",Акционерное общество Магнитогорский мясокомбинат
"МКУ""Городской архив г. Магнитогорска""","Акционерное общество общество""Магнитогорский металлургический комбинат"""
"МКУ""Городской архив г. Магнитогорска""","Акционерное общество""УралСпецМаш"""
"МКУ""Городской архив г. Магнитогорска""",Амурский сельский Совет депутатов трудящихся и его исполнительный комитет Кизильского райисполкома
"МКУ""Городской архив г. Магнитогорска""",Андреевский сельский Совет депутатов трудящихся и его исполнительный комитет пос. Комсомольский Брединского района Челябинской области
"МКУ""Городской архив г. Магнитогорска""",Анненская машинотракторная станция министерства сельского хозяйства РСФСР
"МКУ""Городской архив г. Магнитогорска""",Анненский сельский Совет депутатов трудящихся исполнительного комитета Карталинского районного Совета депутатов трудящихся пос. Анненск Карталинского района Челябинской области
"МКУ""Городской архив г. Магнитогорска""","АООТ""Нептун""(Магнитогорская отповая база""Челябинскрыба"")"
"МКУ""Городской архив г. Магнитогорска""",Апрелева Мария Ивановна заслуженный учитель школы РСФСР
"МКУ""Городской архив г. Магнитогорска""",Астафьевский сельский Совет депутатов трудящихся и его исполнительный комитет пос. Астафьевский Нагайбакского района Челябинской области
"МКУ""Городской архив г. Магнитогорска""",Бабарыкинский сельский Совет депутатов трудящихся и его исполнительный комитет пос. Бабарыкинский Верхнеуральского района Челябинской области ()
"МКУ""Городской архив г. Магнитогорска""",Балканский сельский Совет народных депутатов и его исполнительный комитет пос. Балканы Нагайбакского района Челябинской области
"МКУ""Городской архив г. Магнитогорска""","Барышев Александр Александрович, врачонколог, заслуженный врач РСФСР"
"МКУ""Городской архив г. Магнитогорска""","Батехин Павел Антонович, заведующий городским отделом народного образования города Магнитогорска, заслуженный учитель РСФСР"
"МКУ""Городской архив г. Магнитогорска""","Бахтина Галина Николаевна, учитель русского языка и литературы, заслуженный учитель РСФСР"
"МКУ""Городской архив г. Магнитогорска""",Березиновский станичный Совет казачьих и красноармейских депутатов и его
"МКУ""Городской архив г. Магнитогорска""","Бигеев Абдрашит Мусеевич , доктор технических наук, профессор"
"МКУ""Городской архив г. Магнитогорска""",Браиловский сельский Совет депутатов трудящихся и его исполнительный комитет пос. Браиловка Кизильского района Челябинской области
"МКУ""Городской архив г. Магнитогорска""",Брединская машинотракторная станция министерствасельского хозяйства РСФСР
"МКУ""Городской архив г. Магнитогорска""",Брединский народный суд го участка ;
"МКУ""Городской архив г. Магнитогорска""",Брединский поселковый Совет депутатов трудящихся
"МКУ""Городской архив г. Магнитогорска""",Брединский районный Совет депутатов трудящихся и его исполнительный комитет ;
"МКУ""Городской архив г. Магнитогорска""","Брединское строительномонтажное управление треста""Южуралзаготстрой"""
"МКУ""Городской архив г. Магнитогорска""",Бугодакский сельский Совет депутатов трудящихся и его исполком;
"МКУ""Городской архив г. Магнитогорска""",Буранный поселковый Совет народных депутатов и его исполком ;
"МКУ""Городской архив г. Магнитогорска""","Варненская районная контора Уральского областного треста мясной и молочной промышленности""Уралмаслопром"""
"МКУ""Городской архив г. Магнитогорска""",Варненская районная прокуратура Челябинской областной прокуратуры;
"МКУ""Городской архив г. Магнитогорска""",Варненский районный заготовительный пункт Челябинской областной конторы по заготовке пушнины наркомата внешней торговли СССР;
"МКУ""Городской архив г. Магнитогорска""",Варненский районный комитет общества крестьянской взаимопомощи при отделе социального обеспечения Варненского райисполкома
"МКУ""Городской архив г. Магнитогорска""",Варненский районный совет профессиональных союзов
"МКУ""Городской архив г. Магнитогорска""",Варненское районное агенство Троицкой окружной конторы государственного страхования
"МКУ""Городской архив г. Магнитогорска""","Варненское районное лесное хозяйство""РАЙЛЕСХОЗ"""
"МКУ""Городской архив г. Магнитогорска""",Варненское районное управление животноводческих колхозных товарных ферм
"МКУ""Городской архив г. Магнитогорска""","Варшавский откормочный совхоз Челябинского треста""Скототкорм"""
"МКУ""Городской архив г. Магнитогорска""",Варшавский сельский Совет депутатов трудящихся и его исполнительный комитет пос. Варшавка Полтавского района Челябинской области
"МКУ""Городской архив г. Магнитогорска""",ВеликоПетровский сельский Совет депутатов трудящихся и его исполнительный комитет
"МКУ""Городской архив г. Магнитогорска""",ВерхнеКизильский детский дом
"МКУ""Городской архив г. Магнитогорска""",Верхнеуральская машиннотракторная станция Министерства
"МКУ""Городской архив г. Магнитогорска""",Верхнеуральская районная инспектура государственной статистики информационновычислительная станция при Совете министров РСФСР;
"МКУ""Городской архив г. Магнитогорска""",Верхнеуральская районная комиссия по делам бывших красногвардейцев и красных партизан
"МКУ""Городской архив г. Магнитогорска""",Верхнеуральская районная комиссия по чистке низового советского аппарата Троицкой окружной рабочекрестьянской инспекции;
"МКУ""Городской архив г. Магнитогорска""",Верхнеуральский городской Совет депутатов трудящихся и его исполнительный комитет г.Верхнеуральск Верхнеуральского района Челябинской области
"МКУ""Городской архив г. Магнитогорска""",Верхнеуральский народный суд го участка Троицкого округа
"МКУ""Городской архив г. Магнитогорска""",Верхнеуральский народный суд го участка
"МКУ""Городской архив г. Магнитогорска""","Верхнеуральский районный комитет общества крестьянской взаимопомощи при отделе социального обеспечения Верхнеуральского районного исполнительного комитета советов рабочих, крестьянских и красноармейских депутатов г.Верхнеуральск Верхнеуральского района Уральской области"
"МКУ""Городской архив г. Магнитогорска""",Верхнеуральский районный Совет депутатов трудящихся и его исполнительный комитет
"МКУ""Городской архив г. Магнитогорска""","Верхнеуральский сельский Совет рабочих, крестьянских, казачьих и красноармейских депутатов и его исполнительный комитет пос. Верхнеуральский Верхнеуральского района Челябинской области"
"МКУ""Городской архив г. Магнитогорска""",ВерхнеУральский строительный техникум Управления по делам сельского и колхозного строительства при Совете Министров сельского хозяйства РСФСР;
"МКУ""Городской архив г. Магнитогорска""","Видковская Анна Павловна, заслуженный врач РСФСР, психиатр"
"МКУ""Городской архив г. Магнитогорска""",Воздвиженский сельский Совет и его исполнительный комитет
"МКУ""Городской архив г. Магнитогорска""","ГАУЗ""Городская больница №""имени Г.И. Дробышева города Магнитогорска"
"МКУ""Городской архив г. Магнитогорска""",Городская детская комиссия при Магнитогорском городском Совете рабочих крестьянских и красноармейских депутатов
"МКУ""Городской архив г. Магнитогорска""",Городской комитет по делам физкультуры и спорта
"МКУ""Городской архив г. Магнитогорска""","Городской промышленный комбинат Верхнеуральского городского исполнительного комитета Советов рабочих, крестьянских и красноармейских депутатов"
"МКУ""Городской архив г. Магнитогорска""","Государственное бюджетное профессиональное образовательное учреждение""Магнитогорский медицинский колледж имени П.Ф. Надеждина"";"
"МКУ""Городской архив г. Магнитогорска""","Государственное образовательное учреждение высшего профессионального образования""Магнитогорская государственная консерватория (академия) имени М.И. Глинки"""
"МКУ""Городской архив г. Магнитогорска""","Государственное образовательное учреждение высшего профессионального образования""Магнитогорский государственный университет"""
"МКУ""Городской архив г. Магнитогорска""",Государственное образовательное учреждение среднего профессионального образования (среднее специальное учебное заведение) Магнитогорский педагогический колледж
"МКУ""Городской архив г. Магнитогорска""","Государственное стационарное учреждение социального обслуживания системы социальной защиты населения""Магнитогорский доминтернат для престарелых и инвалидов""г.Магнитогорск Челябинской области"
"МКУ""Городской архив г. Магнитогорска""","Государственное унитарное предприятие""Магнитогорская бальнеогрязелечебница с курортной поликлиникой"""
"МКУ""Городской архив г. Магнитогорска""","Государственное учреждение здравоохранения""Узловая поликлиника на станции Магнитогорск"""
"МКУ""Городской архив г. Магнитогорска""",Государственное учреждение Центр занятости населения города Магнитогорска
"МКУ""Городской архив г. Магнитогорска""","Государственный союзный трест""Востокметаллургмонтаж""государственного комитета СССР по монтажным и специальным строительным работам;"
"МКУ""Городской архив г. Магнитогорска""","ГОУСПО""Магнитогорский индустриальный колледж им.Н.И. Макарова"""
"МКУ""Городской архив г. Магнитогорска""",Грязнушенский сельский Совет депутатов трудящихся и его исполнительный комитет Кизильского райисполкома
"МКУ""Городской архив г. Магнитогорска""","ГУЗ""Областная станция переливания крови №"""
"МКУ""Городской архив г. Магнитогорска""",Гумбейский птицеводческий совхоз
"МКУ""Городской архив г. Магнитогорска""",Гумбейский сельский Совет депутатов трудящихся и его исполнительный
"МКУ""Городской архив г. Магнитогорска""",Гумбейское государственное всесоюзное вольфрамовошеелитовое рудоуправление
"МКУ""Городской архив г. Магнитогорска""","Дегтярев Аркадий Глебович доцент Магнитогорского горнометаллургического института, кандидат исторических наук"
"МКУ""Городской архив г. Магнитогорска""","Денисова Татьяна Георгиевна, учитель химии, заслуженный учитель РСФСР"
"МКУ""Городской архив г. Магнитогорска""","""Детская городская больница №"""
"МКУ""Городской архив г. Магнитогорска""","Добровольская Зоя Александрвна, заслуженный учитель РСФСР"
"МКУ""Городской архив г. Магнитогорска""",Документы артистов Магнитогорского драматического театра им. А.С. Пушкина
"МКУ""Городской архив г. Магнитогорска""","Документы по выборам в Советы депутатов трудящихся всех уровней на территории города Магнитогорска, Агаповского и Кизильского и Верхнеуральского районов;"
"МКУ""Городской архив г. Магнитогорска""","Документы по выборам народных судей и народных заседателей на территории г.Магнитогорска, Агаповского, Брединского, Верхнеуральского, Кизильского, Полтавского районов Челябинской области;"
"МКУ""Городской архив г. Магнитогорска""",Документы по выборам органов исполнительной и представительной власти всех уровней на территории города Магнитогорска
"МКУ""Городской архив г. Магнитогорска""","Домрачева Екатерина Евгеньевна, учитель начальных классов, заслуженный учитель РСФСР"
"МКУ""Городской архив г. Магнитогорска""",Дорожный отдел Брединского района
"МКУ""Городской архив г. Магнитогорска""",Дочернее государственное унитарное предприятие №
"МКУ""Городской архив г. Магнитогорска""","Дочернее общество с ограниченной ответственностью""Магнитогорский элеватор""ЮжноУральской зерновой компании"
"МКУ""Городской архив г. Магнитогорска""",Еленинский сельский Совет депутатов трудящихся исполнительного комитета Карталинского городского Совета с. Еленина Карталинского района Челябинской области ()
"МКУ""Городской архив г. Магнитогорска""",Елизаветопольская машинотракторная станция министерства сельского хозяйства РСФСР
"МКУ""Городской архив г. Магнитогорска""",Елизаветопольский сельский Совет депутатов трудящихся и его исполнительный комитет;
"МКУ""Городской архив г. Магнитогорска""",Ершовский сельский Совет депутатов трудящихся и его исполнительный комитет
"МКУ""Городской архив г. Магнитогорска""",Желтинский овощной совхоз акционерного общества треста «Магнитострой» п.Желтинский Агаповского района Челябинской области
"МКУ""Городской архив г. Магнитогорска""",Желтинский сельский Совет народных депутатов и его исполнительный комитет Агаповского райисполкома;
"МКУ""Городской архив г. Магнитогорска""","Загатина Прасковья Алексеевна,врач инфекционист, заслуженный врач РСФСР"
"МКУ""Городской архив г. Магнитогорска""","Закрытое акционерное общество""Агропромышленный комплекс"""
"МКУ""Городской архив г. Магнитогорска""","Закрытое акционерное общество""ВОСТОК"""
"МКУ""Городской архив г. Магнитогорска""",ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО «МЯСОПЕРЕРАБАТЫВАЮЩАЯ КОМПАНИЯ» и его предшественники
"МКУ""Городской архив г. Магнитогорска""","Закрытое акционерное общество""Промгражданстрой"""
"МКУ""Городской архив г. Магнитогорска""","Закрытое акционерное общество""Промжилстрой ММК""и его предшественники"
"МКУ""Городской архив г. Магнитогорска""","Закрытое акционерное общество""Товары народного потребления"""
"МКУ""Городской архив г. Магнитогорска""","Закрытое акционерное общество""ЮЖУРАЛАВТОБАН"""
"МКУ""Городской архив г. Магнитогорска""","Заморуева Ирина Николаевна, доцент Магнитогорского горно металлургического института, кандидат технических наук"
"МКУ""Городской архив г. Магнитогорска""","Заморуев Георгий Михайлович , профессор Магнитогорского горнометаллургического института, доктор технических наук"
"МКУ""Городской архив г. Магнитогорска""","ЗАО""Магнитогорскгорремстрой"""
"МКУ""Городской архив г. Магнитогорска""",Зауральский сельский Совет депутатов трудящихся и его исполнительный комитет Кизильского райисполкома
"МКУ""Городской архив г. Магнитогорска""","Земельный отдел Верхнеуральского районного исполнительного комитета Советов рабочих, крестьянских и красноармейских депутатов"
"МКУ""Городской архив г. Магнитогорска""","Земельный отдел исполнительного комитета Брединского районного Совета рабочих, крестьянских и красноармейских депутатов"
"МКУ""Городской архив г. Магнитогорска""","Зерновой совхоз""Южный"""
"МКУ""Городской архив г. Магнитогорска""","Зерносовхоз""Андреевский""Брединского района"
"МКУ""Городской архив г. Магнитогорска""","Зерносовхоз""Калининский""Брединского района"
"МКУ""Городской архив г. Магнитогорска""",Зингейский сельский Совет народных депутатов Кизильского районного исполнительного комитета
"МКУ""Городской архив г. Магнитогорска""","Ильин Георгий Иванович , доцент Магнитогорского горнометаллургического института, кандидат исторических наук"
"МКУ""Городской архив г. Магнитогорска""",Инспекция сельского хозяйства Агаповского района Челябинской области п.Агаповка Агаповского района Челябинской области
"МКУ""Городской архив г. Магнитогорска""",Инспекция Федеральной налоговой службы по Орджоникидзевскому району г.Магнитогорска
"МКУ""Городской архив г. Магнитогорска""",Инспекция Федеральной налоговой службы России по Ленинскому району г.Магнитогорска Государственной налоговой инспекции по г.Магнитогорску
"МКУ""Городской архив г. Магнитогорска""",Инспекция Федеральной налоговой службы России по Правобережному району г.Магнитогорска
"МКУ""Городской архив г. Магнитогорска""",Исполнительный комитет Богдановского сельского Совета депутатов трудящихся
"МКУ""Городской архив г. Магнитогорска""",Исполнительный комитет Полоцкого сельского Совета народных депутатов Кизильского районного исполнительного комитета
"МКУ""Городской архив г. Магнитогорска""","Исполнительный комитет поселкового Совета""Путь Октября""депутатов трудящихся Кизильского районного исполнительного комитета"
"МКУ""Городской архив г. Магнитогорска""",Карабулакский сельский Совет депутатов трудящихся и его исполнительный комитет пос. Карабулак Кизильского района Челябинской области
"МКУ""Городской архив г. Магнитогорска""",Карагайская машиннотракторная станция министерства сельского хозяйства РСФСР; пос.Карагайский Верхнеуральского района Челябинской области
"МКУ""Городской архив г. Магнитогорска""",Карагайский сельский Совет депутатов трудящихся и его исполком ;
"МКУ""Городской архив г. Магнитогорска""",Карталинская машинотракторная станция Полтавского района
"МКУ""Городской архив г. Магнитогорска""",Карталинская районная центральная больница
"МКУ""Городской архив г. Магнитогорска""",Карталинский городской Совет депутатов трудящихся и его исполнительный комитет Карталинского районного Совета и его исполнительного комитета
"МКУ""Городской архив г. Магнитогорска""",Карталинский районный потребительский Союз
"МКУ""Городской архив г. Магнитогорска""",Карталинский торг
"МКУ""Городской архив г. Магнитогорска""",Катенинский станичный Совет казачьих и красноармейских депутатов и его
"МКУ""Городской архив г. Магнитогорска""",• Кацбахский сельский Совет депутатов трудящихся и его исполнительный комитет Кизильского райисполкома пос. Кацбахский Кизильского района Челябинской области
"МКУ""Городской архив г. Магнитогорска""","Кизильская машинотракторная станция Кизильское районное объединение""Сельхозтехника""Челябинского областного объединения""Сельхозтехника"""
"МКУ""Городской архив г. Магнитогорска""",Кизильская районная инспектура государственной статистики Центрального статистического управления Совета Министров РСФСР
"МКУ""Городской архив г. Магнитогорска""",Кизильский народный суд го участка;
"МКУ""Городской архив г. Магнитогорска""",Кизильский районный комитет народного контроля Челябинского областного комитета народного контроля
"МКУ""Городской архив г. Магнитогорска""",Кизильский районный комитет профсоюза работников культуры Челябинского областного комитета профсоюза работников культуры
"МКУ""Городской архив г. Магнитогорска""",Кизильский районный комитет профсоюза работников торговли и потребительской кооперации Челябинского областного комитета профсоюза работников торговли и потребкооперации
"МКУ""Городской архив г. Магнитогорска""",Кизильский районный отдел сельского хозяйства;
"МКУ""Городской архив г. Магнитогорска""",Кизильский районный Совет депутатов трудящихся и его исполком ;
"МКУ""Городской архив г. Магнитогорска""",Кизильский сельский Совет народных депутатов и его исполнительный комитет Кизильского райисполкома
"МКУ""Городской архив г. Магнитогорска""","Кинотеатр""Магнит""отдела кинофикации при Магнитогорском исполнительном комитете Советов депутатов трудящихся;"
"МКУ""Городской архив г. Магнитогорска""",Кировский районный Совет депутатов трудящихся и его исполнительный комитет
"МКУ""Городской архив г. Магнитогорска""","Кирпищиков Николай Алексеевич, инженер изобретательства и патентования Магнитогорского металлургического комбината"
"МКУ""Городской архив г. Магнитогорска""",Кирсинский сельский Совет Верхнеуральского района пос. Кирса Верхнеуральского района Челябинской области
"МКУ""Городской архив г. Магнитогорска""",Княженский сельский Совет депутатов трудящихся и его исполнительный комитет
"МКУ""Городской архив г. Магнитогорска""","Коллекция документов по личному составу ликвидированных учреждений, организаций и предприятий с негосударственной формой собственности"
"МКУ""Городской архив г. Магнитогорска""","Коллекция документов по личному составу учреждений и организаций Агаповского района : дорожный отдел Агаповского райисполкома; Агаповская районная инспекция государственного страхования ; колхоз""Прогресс""; машиннодорожная станция № дорожностроительного управления № ; отдел сельского хозяйства Агаповского райисполкома ; Агаповская районная контора связи; Агаповская центральная"
"МКУ""Городской архив г. Магнитогорска""","Колобов Сергей Александрович, заслуженный учитель школы РСФСР"
"МКУ""Городской архив г. Магнитогорска""","Колхоз""лет Октября""Павловского сельского Совета"
"МКУ""Городской архив г. Магнитогорска""","Колхоз""Заветы Ленина""Могутовского сельского Совета"
"МКУ""Городской архив г. Магнитогорска""","Колхоз""Заря коммунизма""Наваринского сельского Совета;"
"МКУ""Городской архив г. Магнитогорска""","Колхоз им.""партсъезда""Кизильского района ;"
"МКУ""Городской архив г. Магнитогорска""","Колхоз им.""ой пятилетки""Карагайского сельского Совета"
"МКУ""Городской архив г. Магнитогорска""",Колхоз им. Буденного Варшавского сельского Совета;
"МКУ""Городской архив г. Магнитогорска""","Колхоз""им.Буденного""Рымникского сельсовета"
"МКУ""Городской архив г. Магнитогорска""",Колхоз имени го Мая Неплюевского сельского Совета;
"МКУ""Городской архив г. Магнитогорска""",Колхоз имени Ленина Рымникского сельского Совета
"МКУ""Городской архив г. Магнитогорска""","Колхоз""имени Сталина""Агаповского района"
"МКУ""Городской архив г. Магнитогорска""",Колхоз им. Калинина Нагайбакского района Челябинской области
"МКУ""Городской архив г. Магнитогорска""","Колхоз им.""КарлаМаркса""Краснинского сельского Совета Верхнеуральского района и вошедшие в его состав колхозы: им.Шевченко,""Звезда"""
"МКУ""Городской архив г. Магнитогорска""",Колхоз им. Куйбышева Краснинского сельского Совета
"МКУ""Городской архив г. Магнитогорска""",Колхоз им.Ленина Наваринского сельского Совета;
"МКУ""Городской архив г. Магнитогорска""",Колхоз им. Маленкова Черноотрожского сельского Совета депутатов трудящихся;
"МКУ""Городской архив г. Магнитогорска""","Колхоз""им.Сталина""Брединского сельского совета"
"МКУ""Городской архив г. Магнитогорска""","Колхоз""Красное знамя""Карагайского сельского Совета"
"МКУ""Городской архив г. Магнитогорска""","Колхоз""Красный казак""Кизильского района;"
"МКУ""Городской архив г. Магнитогорска""","Колхоз""Красный Урал""Кизильского района;"
"МКУ""Городской архив г. Магнитогорска""","Колхоз""Новая жизнь""Мариновского сельского Совета"
"МКУ""Городской архив г. Магнитогорска""","Колхоз""Победа социализма"""
"МКУ""Городской архив г. Магнитогорска""","Колхоз""Путь в коммуну""Кирсинского сельского Совета;"
"МКУ""Городской архив г. Магнитогорска""","Колхоз""Труженик"";"
"МКУ""Городской архив г. Магнитогорска""",Комбинат коммунальных предприятий Карталинского горСовета
"МКУ""Городской архив г. Магнитогорска""",Комитет по земельным ресурсам и землеустройству г.Манитогорска
"МКУ""Городской архив г. Магнитогорска""",Комитет по управлению государственным имуществом администрации г.Магнитогорска
"МКУ""Городской архив г. Магнитогорска""","Кондратковская Нина Георгиевна, поэт, преподаватель Магнитогорского музыкального училища"
"МКУ""Городской архив г. Магнитогорска""",Контрольноревизионное управление адиинистрации города Магнитогорска
"МКУ""Городской архив г. Магнитогорска""",Контрольносчетная палата г. Магнитогорска
"МКУ""Городской архив г. Магнитогорска""",Кооперативномногопромысловая артель им.М.И.Калинина Челябинского областного многопромыслового союза промкооперации
"МКУ""Городской архив г. Магнитогорска""","Кооперативнопромысловая артель""Энергия""Челябинского областного многопромыслового союза промкооперации"
