Архив,Наименование
Архивный отдел администрации Южноуральского городского округа,Арбитражный суд Челябинской области г. Челябинск
Архивный отдел администрации Южноуральского городского округа,Восемнадцатый арбитражный апелляционный суд  г. Челябинск
Архивный отдел администрации Южноуральского городского округа,Седьмой кассационный суд общей юрисдикции г. Челябинск
Архивный отдел администрации Южноуральского городского округа,Прокуратура Челябинской области г. Челябинск
Архивный отдел администрации Южноуральского городского округа,Следственное управление Следственного комитета Российской Федерации по Челябинской области г. Челябинск
Архивный отдел администрации Южноуральского городского округа,Управление судебного департамента в Челябинской Области г. Челябинск
Архивный отдел администрации Южноуральского городского округа,Управление Федеральной службы судебных приставов по Челябинской области г. Челябинск
Архивный отдел администрации Южноуральского городского округа,Управление Министерства юстиции Российской Федерации по Челябинской области г. Челябинск
Архивный отдел администрации Южноуральского городского округа,Челябинская таможня г. Челябинск
Архивный отдел администрации Южноуральского городского округа,Управление Федеральной антимонопольной службы по Челябинской области  г. Челябинск
Архивный отдел администрации Южноуральского городского округа,Управление Федерального казначейства по Челябинской области
Архивный отдел администрации Южноуральского городского округа,Управление Федеральной налоговой службы по Челябинской области г. Челябинск
Архивный отдел администрации Южноуральского городского округа,Отделение по Челябинской области Уральского главного управления Центрального банка Российской Федерации  г. Челябинск
Архивный отдел администрации Южноуральского городского округа,"Управление Федеральной службы государственной регистрации, кадастра и картографии по Челябинской области г. Челябинск"
Архивный отдел администрации Южноуральского городского округа,Территориальный орган Федеральной службы государственной статистики по Челябинской области г. Челябинск
Архивный отдел администрации Южноуральского городского округа,Межрегиональное территориальное управление Федерального агентства по управлению государственным имуществом в Челябинской и Курганской областях г. Челябинск
Архивный отдел администрации Южноуральского городского округа,"Публично-правовая компания ""Роскадастр"
Архивный отдел администрации Южноуральского городского округа,"Федеральное бюджетное учреждение ""Государственный региональный центр стандартизации, метрологии и испытаний в Челябинской области"" г. Челябинск"
Архивный отдел администрации Южноуральского городского округа,Управление Федеральной службы по ветеринарному и фитосанитарному надзору по Челябинской и Курганской областям г. Челябинск
Архивный отдел администрации Южноуральского городского округа,Федеральное государственное бюджетное учреждение «Управление мелиорации земель и сельскохозяйственного водоснабжения по Челябинской области»   г. Челябинск
Архивный отдел администрации Южноуральского городского округа,"Федеральное Государственное Бюджетное Водохозяйственное Учреждение ""Центррегионводхоз"
Архивный отдел администрации Южноуральского городского округа,Федеральное государственное бюджетное научное учреждение «Челябинский научно-исследовательский институт сельского хозяйства» Федерального агентства научных организаций России  г. Челябинск
Архивный отдел администрации Южноуральского городского округа,«Южно-Уральский научно-исследовательский институт садоводства и картофелеводства» - филиал Федерального государственного бюджетного научного учреждения «Уральский федеральный аграрный научно-исследовательский центр Уральского отделения Российской академии наук»  г. Челябинск
Архивный отдел администрации Южноуральского городского округа,Федеральное государственное бюджетное учреждение «Центр химизации и сельскохозяйственной радиологии «Челябинский»  г. Челябинск
Архивный отдел администрации Южноуральского городского округа,Филиал Федерального государственного  бюджетного учреждения  «Государственная комиссия Российской Федерации по  испытанию и охране селекционных достижений по Челябинской области» г. Челябинск
Архивный отдел администрации Южноуральского городского округа,Федеральное государственное бюджетное образовательное учреждение высшего образования «Южно-Уральский государственный аграрный университет»» г. Челябинск
Архивный отдел администрации Южноуральского городского округа,"Федеральное казенное учреждение ""Управление федеральных дорог ""Южный Урал"" Федерального дорожного агентства"" г. Челябинск"
Архивный отдел администрации Южноуральского городского округа,"Управление Федеральной службы по надзору в сфере связи, информационных технологий и массовых коммуникаций по Челябинской области  г. Челябинск"
Архивный отдел администрации Южноуральского городского округа,Отдел государственной фельдъегерской службы Российской Федерации в г. Челябинске
Архивный отдел администрации Южноуральского городского округа,Управление Федеральной почтовой связи Челябинской области г. Челябинск
Архивный отдел администрации Южноуральского городского округа,Управление Федеральной службы по надзору в сфере защиты прав потребителей и благополучия человека по Челябинской области г. Челябинск
Архивный отдел администрации Южноуральского городского округа,Федеральное государственное бюджетное образовательное учреждение высшего образования «Челябинский государственный университет»  г. Челябинск
Архивный отдел администрации Южноуральского городского округа,Федеральное государственное автономное образовательное учреждение высшего образования «Южно-Уральский государственный университет (национальный исследовательский университет)»  г. Челябинск
Архивный отдел администрации Южноуральского городского округа,Федеральное государственное бюджетное образовательное учреждение высшего образования «Южно-Уральский государственный гуманитарно-педагогический университет» г. Челябинск
Архивный отдел администрации Южноуральского городского округа,Федеральное государственное бюджетное образовательное учреждение высшего образования  «Челябинский государственный институт культуры»  г. Челябинск
Архивный отдел администрации Южноуральского городского округа,Федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский государственный университет физической культуры»  г. Челябинск
Архивный отдел администрации Южноуральского городского округа,Территориальный орган Федеральной службы по надзору в сфере здравоохранения по Челябинской области  г. Челябинск
Архивный отдел администрации Южноуральского городского округа,Государственная инспекция труда в Челябинской области г. Челябинск
Архивный отдел администрации Южноуральского городского округа,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Южно-Уральский государственный медицинский университет"" Министерства здравоохранения Российской Федерации г. Челябинск"
Архивный отдел администрации Южноуральского городского округа,Федеральное казенное учреждение «Главное бюро медико - социальной экспертизы по Челябинской области» Министерства труда и социальной защиты Российской Федерации
Архивный отдел администрации Южноуральского городского округа,Федеральное бюджетное учреждение здравоохранения «Центр гигиены и эпидемиологии в Челябинской области»  г. Челябинск
Архивный отдел администрации Южноуральского городского округа,Федеральное государственное бюджетное учреждение «Федеральный центр сердечно-сосудистой хирургии Министерства здравоохранения Российской Федерации» г. Челябинск
Архивный отдел администрации Южноуральского городского округа,Государственное учреждение - Отделение Пенсионного фонда  Российской Федерации по Челябинской области  г. Челябинск
Архивный отдел администрации Южноуральского городского округа,Законодательное собрание Челябинской области г. Челябинск
Архивный отдел администрации Южноуральского городского округа,Постоянное представительство Челябинской области при Правительстве Российской Федерации г. Москва
Архивный отдел администрации Южноуральского городского округа,Правительство Челябинской области г. Челябинск
Архивный отдел администрации Южноуральского городского округа,"ОГКУ ""Представительство Челябинской области при правительстве РФ"
Архивный отдел администрации Южноуральского городского округа,Государственный комитет по делам ЗАГС Челябинской области г. Челябинск
Архивный отдел администрации Южноуральского городского округа,Главное управление государственного строительного надзора Челябинской области
Архивный отдел администрации Южноуральского городского округа,Управление делами Губернатора и Правительства Челябинской области
Архивный отдел администрации Южноуральского городского округа,Контрольно-счетная палата Челябинской области г. Челябинск
Архивный отдел администрации Южноуральского городского округа,Главное контрольное управление Челябинской области г. Челябинск
Архивный отдел администрации Южноуральского городского округа,"Аппарат уполномоченных по правам человека, правам ребенка, защите прав предпринимателей в Челябинской области г. Челябинск"
Архивный отдел администрации Южноуральского городского округа,Главное управление юстиции Челябинской области
Архивный отдел администрации Южноуральского городского округа,Министерство общественной безопасности Челябинской области г. Челябинск
Архивный отдел администрации Южноуральского городского округа,"Областное государственное учреждение ""Противопожарная служба Челябинской области"" г. Челябинск"
Архивный отдел администрации Южноуральского городского округа,Министерство финансов Челябинской области г. Челябинск
Архивный отдел администрации Южноуральского городского округа,Министерство тарифного регулирования и энергетики Челябинской области г. Челябинск
Архивный отдел администрации Южноуральского городского округа,Министерство экономического развития Челябинской области г. Челябинск
Архивный отдел администрации Южноуральского городского округа,"Областное государственное автономное учреждение ""Многофункциональный центр предоставления государственных и муниципальных услуг Челябинской области"" г. Челябинск"
Архивный отдел администрации Южноуральского городского округа,Министерство имущества Челябинской области г. Челябинск
Архивный отдел администрации Южноуральского городского округа,"Министерство промышленности, новых технологий и природных ресурсов Челябинской области г. Челябинск"
Архивный отдел администрации Южноуральского городского округа,"Областное государственное автономное учреждение ""Управление государственной экспертизы проектной документации, проектов документов территориального планирования и инженерных изысканий Челябинской области"
Архивный отдел администрации Южноуральского городского округа,"Областное государственное бюджетное учреждение ""Государственная кадастровая оценка по Челябинской области"" г. Челябинск"
Архивный отдел администрации Южноуральского городского округа,Министерство сельского хозяйства Челябинской области г. Челябинск
Архивный отдел администрации Южноуральского городского округа,Министерство экологии Челябинской области г. Челябинск
Архивный отдел администрации Южноуральского городского округа,Главное управление лесами Челябинской области г. Челябинск
Архивный отдел администрации Южноуральского городского округа,"Государственное унитарное предприятие ""Продовольственная корпорация Челябинской области"" г. Челябинск"
Архивный отдел администрации Южноуральского городского округа,"Государственное казенное учреждение ""Управление лесничествами Челябинской области"
Архивный отдел администрации Южноуральского городского округа,"Государственное бюджетное учреждение ""Особо охраняемые природные территории Челябинской области"" г. Челябинск"
Архивный отдел администрации Южноуральского городского округа,"Областное бюджетное учреждение ""Центр пожаротушения и охраны леса Челябинской области"" г. Челябинск"
Архивный отдел администрации Южноуральского городского округа,Министерство строительства и инфраструктуры Челябинской области г. Челябинск
Архивный отдел администрации Южноуральского городского округа,"Главное управление ""Государственная жилищная инспекция Челябинской области"" г. Челябинск"
Архивный отдел администрации Южноуральского городского округа,"Областное государственное унитарное предприятие ""Центр технической инвентаризации по Челябинской области"" г. Челябинск"
Архивный отдел администрации Южноуральского городского округа,Министерство дорожного хозяйства и транспорта Челябинской области
Архивный отдел администрации Южноуральского городского округа,"Областное государственное учреждение ""Издательский дом ""Губерния"" г. Челябинск"
Архивный отдел администрации Южноуральского городского округа,Министерство образования и науки Челябинской области г. Челябинск
Архивный отдел администрации Южноуральского городского округа,"Государственное бюджетное образовательное учреждение высшего образования ""Южно-Уральский государственный институт искусств им. П.И. Чайковского"" г. Челябинск"
Архивный отдел администрации Южноуральского городского округа,"Государственное бюджетное профессиональное образовательное учреждение ""Южно-Уральский государственный технический колледж"" г. Челябинск"
Архивный отдел администрации Южноуральского городского округа,"Государственное бюджетное учреждение дополнительного профессионального образования ""Челябинский институт переподготовки и повышения квалификации работников образования"
Архивный отдел администрации Южноуральского городского округа,"Государственное бюджетное профессиональное образовательное учреждение ""Южно-Уральский многопрофильный колледж"" г. Челябинск"
Архивный отдел администрации Южноуральского городского округа,"Государственное бюджетное общеобразовательное учреждение ""Челябинский областной многопрофильный лицей-интернат для одаренных детей"" г. Челябинск"
Архивный отдел администрации Южноуральского городского округа,Государственное бюджетное учреждение дополнительного образования «Областная детско - юношеская спортивная школа»
Архивный отдел администрации Южноуральского городского округа,"Государственное бюджетное учреждение дополнительного образования ""Областной центр дополнительного образования детей"" Челябинской области г. Челябинск"
Архивный отдел администрации Южноуральского городского округа,Министерство культуры Челябинской области г. Челябинск
Архивный отдел администрации Южноуральского городского округа,Государственный комитет по делам архивов Челябинской области г. Челябинск
Архивный отдел администрации Южноуральского городского округа,Государственный комитет охраны объектов культурного наследия Челябинской области г. Челябинск
Архивный отдел администрации Южноуральского городского округа,"Областное государственное бюджетное учреждение культуры ""Челябинский государственный академический театр драмы им. Н. Орлова"" г. Челябинск"
Архивный отдел администрации Южноуральского городского округа,"Областное государственное бюджетное учреждение культуры ""Челябинский государственный академический театр оперы и балета им. М.И. Глинки"" г. Челябинск"
Архивный отдел администрации Южноуральского городского округа,"Областное государственное бюджетное учреждение культуры ""Челябинский государственный драматический ""Молодежный театр"" г. Челябинск"
Архивный отдел администрации Южноуральского городского округа,"Областное государственное бюджетное учреждение культуры ""Челябинский государственный областной театр кукол им. В. Вольховского"" г. Челябинск"
Архивный отдел администрации Южноуральского городского округа,"Областное государственное бюджетное учреждение культуры ""Челябинский государственный драматический ""Камерный театр"" г. Челябинск"
Архивный отдел администрации Южноуральского городского округа,"Областное государственное бюджетное учреждение культуры ""Государственный исторический музей Южного Урала"" г. Челябинск"
Архивный отдел администрации Южноуральского городского округа,"Областное государственное бюджетное учреждение культуры ""Челябинский государственный музей изобразительных искусств"" Челябинской области г. Челябинск"
Архивный отдел администрации Южноуральского городского округа,"Государственное казенное учреждение культуры ""Челябинская областная универсальная научная библиотека"" г. Челябинск"
Архивный отдел администрации Южноуральского городского округа,"Областное государственное бюджетное учреждение культуры ""Челябинская государственная филармония"" г. Челябинск"
Архивный отдел администрации Южноуральского городского округа,"Областное государственное бюджетное учреждение культуры ""Челябинский государственный центр народного творчества"" г. Челябинск"
Архивный отдел администрации Южноуральского городского округа,Областное государственное бюджетное учреждение культуры «Челябинский областной киноцентр имени С.А. Герасимова»
Архивный отдел администрации Южноуральского городского округа,"Областное государственное бюджетное учреждение культуры ""Челябинский государственный историко-культурный заповедник ""Аркаим"" г. Челябинск"
Архивный отдел администрации Южноуральского городского округа,"Областное государственное бюджетное учреждение культуры ""Государственный научно-производственный центр по охране культурного наследия Челябинской области"" г. Челябинск"
Архивный отдел администрации Южноуральского городского округа,"Государственное бюджетное учреждение дополнительного профессионального образования ""Учебно-методический центр по образованию и повышению квалификации работников культуры и искусства Челябинской области"
Архивный отдел администрации Южноуральского городского округа,Государственное казенное учреждение культуры «Челябинская областная библиотека для молодежи»
Архивный отдел администрации Южноуральского городского округа,"Министерство информационных технологий, связи и цифрового развития Челябинской области"
Архивный отдел администрации Южноуральского городского округа,Министерство здравоохранения Челябинской области г. Челябинск
Архивный отдел администрации Южноуральского городского округа,Главное управление по труду и занятости населения Челябинской области г. Челябинск
Архивный отдел администрации Южноуральского городского округа,Государственное автономное учреждение здравоохранения «Челябинская областная детская клиническая больница»
Архивный отдел администрации Южноуральского городского округа,"Государственное бюджетное учреждение здравоохранения ""Челябинская областная клиническая больница"" г. Челябинск"
Архивный отдел администрации Южноуральского городского округа,"Областное государственное бюджетное учреждение здравоохранения ""Челябинская областная клиническая наркологическая больница"" г. Челябинск"
Архивный отдел администрации Южноуральского городского округа,"Государственное бюджетное учреждение здравоохранения ""Областная клиническая специализированная психоневрологическая больница № 1"" Челябинской области г. Челябинск"
Архивный отдел администрации Южноуральского городского округа,"Государственное бюджетное учреждение здравоохранения ""Областная стоматологическая поликлиника"" Челябинской области г. Челябинск"
Архивный отдел администрации Южноуральского городского округа,"Государственное бюджетное учреждение здравоохранения ""Челябинский областной врачебно-физкультурный диспансер"" г. Челябинск"
Архивный отдел администрации Южноуральского городского округа,"Государственное бюджетное учреждение здравоохранения ""Челябинский областной кардиологический диспансер"" г. Челябинск"
Архивный отдел администрации Южноуральского городского округа,"Государственное бюджетное учреждение здравоохранения ""Челябинский областной кожно-венерологический диспансер"" г. Челябинск"
Архивный отдел администрации Южноуральского городского округа,"Государственное бюджетное учреждение здравоохранения ""Областной перинатальный центр"" Челябинской области г. Челябинск"
Архивный отдел администрации Южноуральского городского округа,"Государственное бюджетное учреждение здравоохранения ""Челябинский областной клинический противотуберкулезный диспансер"" г. Челябинск"
Архивный отдел администрации Южноуральского городского округа,"Государственное бюджетное учреждение здравоохранения ""Челябинский областной клинический терапевтический госпиталь для ветеранов войн"" г. Челябинск"
Архивный отдел администрации Южноуральского городского округа,Государственное автономное учреждение здравоохранения «Челябинский областной клинический центр онкологии и ядерной медицины»
Архивный отдел администрации Южноуральского городского округа,"Государственное бюджетное учреждение здравоохранения ""Челябинский областной центр общественного здоровья и медицинской профилактики"" г. Челябинск"
Архивный отдел администрации Южноуральского городского округа,"Государственное бюджетное учреждение здравоохранения ""Челябинский областной медицинский информационно-аналитический центр"" г. Челябинск"
Архивный отдел администрации Южноуральского городского округа,"Государственное бюджетное учреждение здравоохранения ""Челябинская областная станция переливания крови"" г. Челябинск"
Архивный отдел администрации Южноуральского городского округа,"Государственное бюджетное учреждение дополнительного профессионального образования ""Челябинский областной центр дополнительного профессионального образования специалистов здравоохранения"" г. Челябинск"
Архивный отдел администрации Южноуральского городского округа,"Государственное бюджетное профессиональное образовательное учреждение ""Челябинский медицинский колледж"" г. Челябинск"
Архивный отдел администрации Южноуральского городского округа,Государственное бюджетное учреждения  здравоохранения «Областной центр по борьбе со СПИДом и инфекционными заболеваниями»
Архивный отдел администрации Южноуральского городского округа,Государственное бюджетное  учреждение  здравоохранения «Территориальный центр медицины катастроф Челябинской области»
Архивный отдел администрации Южноуральского городского округа,Государственное автономное учреждение здравоохранения «Областной центр медицинской реабилитации «Огонек»
Архивный отдел администрации Южноуральского городского округа,Министерство по физической культуре и спорту Челябинской области г. Челябинск
Архивный отдел администрации Южноуральского городского округа,Главное управление молодежной политики Челябинской области г. Челябинск
Архивный отдел администрации Южноуральского городского округа,Областное казенное учреждение «Центр спортивной подготовки по боксу Челябинской области»
Архивный отдел администрации Южноуральского городского округа,"Областное бюджетное учреждение ""Региональный центр спортивной подготовки по конькобежному спорту имени Лидии Павловны Скобликовой"" г. Челябинск"
Архивный отдел администрации Южноуральского городского округа,"ОГБУ ""Дирекция спортивно-массовых мероприятий и Всероссийского физкультурно-спортивного комплекса ""Готов к труду и обороне"" (ГТО) в Челябинской области"
Архивный отдел администрации Южноуральского городского округа,"Областное государственное бюджетное учреждение культуры ""Дом дружбы народов Челябинской области"" г. Челябинск"
Архивный отдел администрации Южноуральского городского округа,Территориальный фонд обязательного медицинского страхования Челябинской области г. Челябинск
Архивный отдел администрации Южноуральского городского округа,Министерство социальных отношений Челябинской области г. Челябинск
Архивный отдел администрации Южноуральского городского округа,"Государственное казенное учреждение социального обслуживания ""Центр содействия семейному воспитанию имени Зинаиды Антоновой"
Архивный отдел администрации Южноуральского городского округа,Избирательная комиссия Челябинской области г. Челябинск
Архивный отдел администрации Южноуральского городского округа,Акционерное общество «Завод «Пластмасс»  г. Копейск
Архивный отдел администрации Южноуральского городского округа,"Акционерное общество ""Сигнал"" г. Челябинск"
Архивный отдел администрации Южноуральского городского округа,"Акционерное общество ""Обувная фирма ""ЮНИЧЕЛ"" г. Челябинск"
