Архив,Наименование
Мку Городской Архив Г. Магнитогорска,"Никулин Юрий Павлович, Кандидат Технических Наук, Доцент"
Мку Городской Архив Г. Магнитогорска,Новинский Сельский Совет Депутатов Трудящихся И Его Исполнительный Комитет Пос. Новинский Кизильского Района Челябинской Области
Мку Городской Архив Г. Магнитогорска,Нововоронинский Сельский Совет Депутатов Трудящихся И Его Исполнительный Комитет Пос. Нововоронинский Верхнеуральского Района Челябинской Области
Мку Городской Архив Г. Магнитогорска,Новозаматохинский Сельский Совет Депутатов Трудящихся И Его Исполнительный Комитет Пос. Новозаматохинский Верхнеуральского Района Челябинской Области
Мку Городской Архив Г. Магнитогорска,Новониколаевский Сельский Совет Депутатов Трудящихся И Его Исполнительный Комитет С. Новониколаевское Карталинского Района Челябинской Области
Мку Городской Архив Г. Магнитогорска,"Новоозернинский Сельский Совет Рабочих, Крестьянских, Казачьих И Красноармейских Депутатов И Его Исполнительный Комитет Пос. Новоозерный Верхнеуральского Района Троицкого Округа Уральской Области"
Мку Городской Архив Г. Магнитогорска,Новопокровский Сельский Совет Депутатов Трудящихся И Его Исполнительный Комитет Пос. Новопокровский Кизильского Района Челябинской Области
Мку Городской Архив Г. Магнитогорска,Оао Магнитогорскагроснаб Г.Магнитогорск Челябинская Область  Годы
Мку Городской Архив Г. Магнитогорска,Оао Маст И Его Предшественник Магнитогорский Стекольный Завод Г.Магнитогорск Челябинской Области
Мку Городской Архив Г. Магнитогорска,Оао Проектный Институт Магнитогорскгражданпроект Г.Магнитогорск Челябинской Области
Мку Городской Архив Г. Магнитогорска,Оао Энергочермет Г. Магнитогорск Челябинская Обл. Г. Г.
Мку Городской Архив Г. Магнитогорска,Обручёвский Сельский Совет Депутатов Трудящихся И Его Исполнительный Комитет Село Обручёвка Кизильского Район Челябинской Области
Мку Городской Архив Г. Магнитогорска,Общество С Ограниченной Ответственностью Агропромышленный Комплекс  Профит Г.Магнитогорск Челябинская Область  Годы
Мку Городской Архив Г. Магнитогорска,Общество С Ограниченной Ответственностью Велд Г.Магнитогорск Челябинской Области  Годы
Мку Городской Архив Г. Магнитогорска,Общество С Ограниченной Ответственностью Гортэк Магнитогорск Челябинская Область
Мку Городской Архив Г. Магнитогорска,Общество С Ограниченной Ответственностью Зми Мс Г. Магнитогорск Челябинской Области
Мку Городской Архив Г. Магнитогорска,"Общество С Ограниченной Ответственностью Коксохиммонтажмагнитогорск И Его Предшественники Г.Магнитогорск, Челябинская Область  Годы"
Мку Городской Архив Г. Магнитогорска,Общество С Ограниченной Ответственностью Левый Берег Г.Магнитогорск Челябинская Область  Годы
Мку Городской Архив Г. Магнитогорска,Общество С Ограниченной Ответственностью Магнитогорский Авторемонтный Завод   И Его Предшественники
Мку Городской Архив Г. Магнитогорска,Общество С Ограниченной Ответственностью Магнитогорский Автоцентр Камаз И Его Предшественники Г.Магнитогорск Челябинская Область  Годы
Мку Городской Архив Г. Магнитогорска,Общество С Ограниченной Ответственностью Магнитогорский Цементноогнеупорный Завод Г.Магнитогорск Челябинская Область
Мку Городской Архив Г. Магнитогорска,Общество С Ограниченной Ответственностью Магстрой Г.Магнитогорск Челябинская Область  Годы
Мку Городской Архив Г. Магнитогорска,Общество С Ограниченной Ответственностью Производственно  Комерческая Фирма Второй Строительный Участок Магнитогорск Челябинская Область
Мку Городской Архив Г. Магнитогорска,Общество С Ограниченной Ответственностью Ремстроймонтаж Г.Магнитогорск Челябинская Область  Годы
Мку Городской Архив Г. Магнитогорска,Общество С Ограниченной Ответственностью Самстрой Г.Магнитогорск Челябинская Область  Годы
Мку Городской Архив Г. Магнитогорска,Общество С Ограниченной Ответственностью Строительно Монтажное Управление   И Его Предшественники Г.Магнитогорск Челябинская Область  Годы
Мку Городской Архив Г. Магнитогорска,Общество С Ограниченной Ответственностью Управляющая Компания Ммк Г.Магнитогорск Челябинская Область  Годы
Мку Городской Архив Г. Магнитогорска,Общество С Ограниченной Ответственностью Фортуна И Его Предшественник Г.Магнитогорск Челябинская Область  Годы
Мку Городской Архив Г. Магнитогорска,Общество С Ограниченной Ответственностью Центр Упаковки Г. Магнитогорск Челябинской Области
Мку Городской Архив Г. Магнитогорска,Общество С Ограниченной Ответственностью Центр Экологической Переработки Г.Магнитогорск Челябинская Область  Годы
Мку Городской Архив Г. Магнитогорска,Общество С Ограниченной Ответственностью Южуралстрой Г.Магнитогорск Челябинская Область  Годы
Мку Городской Архив Г. Магнитогорска,"Огиевский Владимир Михайлович, Доктор Технических Наук, Профессор Магнитогорского Горнометаллургического Института  Мерекина Урожденная Огиевская Людмила Владимировна, Кандидат Технических Наук, Доцент Магнитогорского Горнометаллургического Института,Дочь Огиевского"
Мку Городской Архив Г. Магнитогорска,"Ооо Проектнопроизводственное Архитектурнопланировочное Бюро И Его Предшественники Г.Магнитогорск, Челябинская Область  Годы"
Мку Городской Архив Г. Магнитогорска,Ооо Строительное Управление  Бетонстрой Магнитогорск Г.Магнитогорск Челябинская Область  Годы
Мку Городской Архив Г. Магнитогорска,Ооо Центр Технического Обслуживания Г.Магнитогорск Челябинская Область  Годы
Мку Городской Архив Г. Магнитогорска,Ордена Ленина И Ордена Октябрьской Революции Строительномонтажный Трест Магнитострой Российской Государственной Строительномонтажной Ассоциации По Строительству В Районах Урала И Западной Сибири Г.Магнитогорск Челябинской Области
Мку Городской Архив Г. Магнитогорска,Орджоникидзевский  Г.Магнитогорска  Районный Совет Депутатов Трудящихся И Его Исполком Г.Магнитогорск Челябинской Области
Мку Городской Архив Г. Магнитогорска,Орджоникидзевский Отдел Социального Обеспечения Исполнительного Комитета Орджоникидзевского Районного Совета Депутатов Трудящихся Г.Магнитогорск Челябинской Области
Мку Городской Архив Г. Магнитогорска,Орджоникидзевский Районный Комитет Народного Контроля Магнитогорского Городского Комитета Народного Контроля Г.Магнитогорск Челябинской Области
Мку Городской Архив Г. Магнитогорска,Орджоникидзевский Районный Совет Народных Депутатов И Его Исполнительный Комитет Г.Магнитогорск Челябинской Области
Мку Городской Архив Г. Магнитогорска,Орджоникидзевский Районный Суд Города Магнитогорска Управления Судебного Департамента Челябинской Области Г.Магнитогорск Челябинской Области
Мку Городской Архив Г. Магнитогорска,Остроленский Сельский Совет Депутатов Трудящихся И Его Исполнительный Комитет Пос. Остроленский Нагайбакского Района Челябинской Области
Мку Городской Архив Г. Магнитогорска,Отдел Государственной Статистики В Городе Магнитогорске Территориального Органа Федеральной Службы Государственной Статистики По Челябинской Области Г.Магнитогорск Челябинской Области
Мку Городской Архив Г. Магнитогорска,Отделение По Г. Магнитогорску Управления Федерального Казначейства По Челябинской Области Г. Магнитогорск Челябинская Обл.
Мку Городской Архив Г. Магнитогорска,Отдел Здравоохранения Исполкома Орджоникидзевского Г.Магнитогорска  Районного Совета Депутатов Трудящихся  Г.Магнитогорск Челябинской Области
Мку Городской Архив Г. Магнитогорска,Отдел Здравоохранения Исполнительного Комитета Полтавского Районного Совета Депутатов Трудящихся Полтавский Район Челябинской Области
Мку Городской Архив Г. Магнитогорска,Отдел Кинофикации Исполкома Магнитогорского Городского Совета Депутатов Трудящихся Челябинского Обласного Управления Кинофикации Г.Магнитогорск Челябинской Области
Мку Городской Архив Г. Магнитогорска,Отдел Культуры Исполнительного Комитета Агаповского Районного Совета Народных Депутатов Министерства Культуры Рсфср П.Агаповка Челябинской Области
Мку Городской Архив Г. Магнитогорска,Отдел Культуры Исполнительного Комитета Полтавского Районного Совета Депутатов Трудящихся Пос.Полтавка Полтавского Района Челябинской Области
Мку Городской Архив Г. Магнитогорска,Отдел Народного Образования Агаповского Районного Совета Народных Депутатов Трудящихся Пос.Агаповка Агаповского Района Челябинской Области
Мку Городской Архив Г. Магнитогорска,"Отдел Народного Образования Исполкома Варненского Районного Совета Рабочих, Крестьянских, Казачьих И Красноармейских Депутатов С.Варна Варненского Района Челябинской Области"
Мку Городской Архив Г. Магнитогорска,Отдел Народного Образования Исполкома Нагайбакского Районного Совета Народных Депутатов C.Фершампенуаз Нагайбакского Района Челябинской Области
Мку Городской Архив Г. Магнитогорска,Отдел Народного Образования Исполкома Орджоникидзевского  Г.Магнитогорска  Районного Совета Депутатов Трудящихся  Г.Магнитогорск Челябинской Области
Мку Городской Архив Г. Магнитогорска,Отдел Продовольственного И Промтоварного Снабжения При Гумбейском Рудоуправлении Главного Управления Рабочего Снабжения Министерства Цветной Металлургии Ссср Ст.Гумбейка Нагайбакского Района Челябинской Области
Мку Городской Архив Г. Магнитогорска,Отдел Сельского Хозяйства Магнитогорского Городского Исполнительного Комитета Совета Депутатов Трудящихся Г.Магнитогорск Челябинской Области
Мку Городской Архив Г. Магнитогорска,Отдел Социального Обеспечения Исполнительного Комитета Ленинского Районного Совета Депутатов Трудящихся Г.Магнитогорск Челябинской Области
Мку Городской Архив Г. Магнитогорска,Отдел Социального Обеспечения Исполнительного Комитета Магнитогорского Городского Совета Депутатов Трудящихся Г.Магнитогорск Челябинской Области
Мку Городской Архив Г. Магнитогорска,"Открытое Акционерное Общество Востокметаллургмонтаж   Г. Магнитогорск, Челябинская Область  Годы"
Мку Городской Архив Г. Магнитогорска,Открытое Акционерное Общество Магнитогорская Обувная Фабрика Г.Магнитогорск Челябинская Область
Мку Городской Архив Г. Магнитогорска,Открытое Акционерное Общество Магнитогорская Швейная Фабрика Г.Магнитогорск Челябинская Область
Мку Городской Архив Г. Магнитогорска,Открытое Акционерное Общество Магнитогорский Завод Ремстройиаш И Его Предшественники Г.Магнитогорск Челябинская Область  Годы
Мку Городской Архив Г. Магнитогорска,Открытое Акционерное Общество Магнитогорский Калибровочный Завод И Профсоюзный Комитет Г.Магнитогорск Челябинская Область
Мку Городской Архив Г. Магнитогорска,Открытое Акционерное Общество Магнитогорский Крановый Завод И Профсоюзный Комитет Г.Магнитогорск Челябинская Область
Мку Городской Архив Г. Магнитогорска,"Открытое Акционерное Общество Магнитогорский Метизнокалибровочный Завод И Профсоюзный Комитет Г. Магнитогорск, Челябинская Область"
Мку Городской Архив Г. Магнитогорска,Открытое Акционерное Общество Магнитогорский Хладокомбинат Г.Магнитогорск Челябинской Области  Годы
Мку Городской Архив Г. Магнитогорска,"Открытое Акционерное Общество Магнитострой Г. Магнитогорск, Челябинская Область"
Мку Городской Архив Г. Магнитогорска,Открытое Акционерное Общество Страховая Компания Скм Г.Магнитогорск Челябинская Область  Годы
Мку Городской Архив Г. Магнитогорска,Открытое Акционерное Общество Южноуральский Машиностроительный Завод Г. Магнитогорск Челябинской Области
Мку Городской Архив Г. Магнитогорска,Открыток Акционерное Общество Магнитогорский Штамповочный Завод Г.Магнитогорск Челябинская Область  Годы
Мку Городской Архив Г. Магнитогорска,Павловский Сельский Совет Депутатов Трудящихся И Его Исполнительный Комитет Пос. Павловский Брединского Района Челябинской Области
Мку Городской Архив Г. Магнитогорска,Парижский Сельский Совет Депутатов Трудящихся И Его Исполнительный Комитет Село Париж Нагайбакского Района Челябинской Области
Мку Городской Архив Г. Магнитогорска,Первичная Профсоюзная Организация Работников Оао Магнитогорский Металлургический Комбинат Г.Магнитогорск Челябинской Области
Мку Городской Архив Г. Магнитогорска,Первомайский Сельский Совет Народных Депутатов И Его Исполком Пос.Первомайский Агаповского Района Челябинской Области
Мку Городской Архив Г. Магнитогорска,Переселенческий Сельский Совет Народных Депутатов И Его Исполнительный Комитет Пос. Гумбейский Нагайбакский Район Челябинской Области
Мку Городской Архив Г. Магнитогорска,Петропавловский Сельский Совет Пос. Петропавловский Верхнеуральского Района Челябинской Области
Мку Городской Архив Г. Магнитогорска,"Писаренко Юрий Георгиевич  Пианист, Кандидат Педагогических Наук, Профессор Магк Им. М.И. Глинки, Общественный Деятель"
Мку Городской Архив Г. Магнитогорска,Плановая Комиссия Исполнительного Комитета Агаповского Районного Совета Народных Депутатов Пос.Агаповка Агаповского Района Челябинской Области
Мку Городской Архив Г. Магнитогорска,Плановая Комиссия Исполнительного Комитета Полтавского Районного Совета Депутатов Трудящихся Полтявский Район Челябинской Области
Мку Городской Архив Г. Магнитогорска,Полтавский Мичуринский Совхоз Треста Плодпром П. Полтавка Карталинского Района Челябинской Области
Мку Городской Архив Г. Магнитогорска,Полтавский Поселок Великопетровского Станичного Правления Станция Великопетровская Верхнеуральского Уезда Оренбургской Губернии
Мку Городской Архив Г. Магнитогорска,"Полтавский Районный Совет Депутатов Трудящихся И Его Исполнительный Комитет. С.Полтавка, Полтавского Района , Челябинской Области"
Мку Городской Архив Г. Магнитогорска,Полтавский Сельский Совет Депутатов Трудящихся И Его Исполнительный Комитет Пос. Полтавка Полтавского Района Челябинской Области
Мку Городской Архив Г. Магнитогорска,Почтовый Ящик  Буранного Заготовительного Пункта Зерна Всесоюзного Объединения Заготзерно Министерства Заготовок Ссср Ст.Буранная Агаповского Района Челябинской Области
Мку Городской Архив Г. Магнитогорска,Пплановая Комиссия Кизильского Районного Исполнительного Комитета Совета Депутатов Трудящихся С.Кизильское Кизильского Района Челябинской Области
Мку Городской Архив Г. Магнитогорска,Правобережный Комитет Народного Контроля Города Магнитогорска Городского Комитета Народного Контроля Г.Магнитогорска Челябинской Области
Мку Городской Архив Г. Магнитогорска,Правобережный Отдел Социального Обеспечения Исполнительного Комитета Правобережного Районного Совета Депутатов Трудящихся Г.Магнитогорск Челябинской Области
Мку Городской Архив Г. Магнитогорска,Правобережный Районный Совет Народных Депутатов И Его Исполком  Г.Магнитогорск Челябинской Области
Мку Городской Архив Г. Магнитогорска,Правобережный Районный Суд Города Магнитогорска Управления Судебного Департамента Челябинской Области Г.Магнитогорск Челябинской Области
Мку Городской Архив Г. Магнитогорска,Приморский Сельский Совет Народных Депутатов И Его Исполнительный Комитет Агаповского Райисполкома Пос. Приморский Агаповского Района Челябинской Области
Мку Городской Архив Г. Магнитогорска,Производственное Управление Сельского Хозяйства Исполнительного Комитета Агаповского Районного Совета Народных Депутатов Пос.Агаповка Агаповского Района Челябинской Области
Мку Городской Архив Г. Магнитогорска,Производственнокоммерческий Центр Бытового Обслуживания Населения Города Магнитогорска Г.Магнитогорск Челябинской Области
Мку Городской Архив Г. Магнитогорска,Производственный Кооператив Магнитогорское Автотранспортное Предприятие   И Его Предшественники Г.Магнитогорск Челябинская Область
Мку Городской Архив Г. Магнитогорска,Прокуратура Кизильского Района Кизильский Район Челябинской Области
Мку Городской Архив Г. Магнитогорска,Промтоварная Артель Уралшвей Г.Магнитогорск Челябинской Области
Мку Городской Архив Г. Магнитогорска,Промышленый Артель Пятилетка Брединского Района Брединский Район Челябинской Области
Мку Городской Архив Г. Магнитогорска,Районная Плановая Комиссия Верхнеуральского Районного Исполнительного Комитета Совета Депутатов Трудящихся Г. Верхнеуральск Верхнеуральского Района Челябинской Области
Мку Городской Архив Г. Магнитогорска,Районная Плановая Комиссия Нагайбакского Районного Исполнительного Комитета Совета Депутатов Трудящихся C.Фершампенуаз Нагайбакского Района Челябинской Области
Мку Городской Архив Г. Магнитогорска,Районный Комитет Профсоюза Работников Государственных Учреждений Село Кизильское Кизильского Района Челябинской Области
Мку Городской Архив Г. Магнитогорска,Районный Отдел Народного Образования Исполнительного Комитета Полтавского Районного Совета Депутатов Трудящихся Полтавский Район Челябинской Области
Мку Городской Архив Г. Магнитогорска,Районный Отдел Народного Образования Районо Кизильского Районного Совета Депутатов Трудящихся С.Кизильское Кизильского Района Челябинской Области
Мку Городской Архив Г. Магнитогорска,Районный Отдел Социального Обеспечения Исполкома Агаповского Совета Депутатов Трудящихся Пос.Агаповка Агаповского Района
Мку Городской Архив Г. Магнитогорска,Районный Потребительский Союз Райпотребсоюз Брединского Района Брединский Район Челябинской Области
Мку Городской Архив Г. Магнитогорска,Районный Союз Потребительских Обществ Кизильского Района С.Кизильской Кизильского Района Челябинской Области
Мку Городской Архив Г. Магнитогорска,Ремесленное Училище  Металлургов Главного Управления Профессионально Технического Образования При Совете Министроврсфср Г.Магнитогорск Челябинской Области
Мку Городской Архив Г. Магнитогорска,Родильный Дом  Правобережного Района Городского Отдела Здравоохранения Магнитогорского Горисполкома Г.Магнитогорск Челябинской Области
Мку Городской Архив Г. Магнитогорска,"Рожкова Ирина Николаевна, Заслуженный Архитектор Рсфср, Главный Архитектор Г.Магнитогорска"
Мку Городской Архив Г. Магнитогорска,Рымникский Сельский Совет Депутатов Трудящихся И Его Исполнительный Комитет Пос. Рымникский Брединского Района Челябинской Области
Мку Городской Архив Г. Магнитогорска,"Салганик Виктор Матвеевич Инженер Металлург, Доктор Технических Наук, Профессор Г.Магнитогорск Челябинская Область"
Мку Городской Архив Г. Магнитогорска,Светлогорский Сельский Совет Народных Депутатов И Его Исполнительный Комитет П.Светлогорск Агаповский Район Челябинской Области
Мку Городской Архив Г. Магнитогорска,"Святотроицкая Церковь Оренбургской Духовной Консистории Станица Магнитная, Верхнеуральского Уезда, Оренбургской Губернии"
Мку Городской Архив Г. Магнитогорска,"Сельскохозяйиственные Артели Колхозы  Волна Революции, Заветы Ильича, Красный Боец Им.Кирова, Им.Калинина,Красный Партизан Им.Ленина, Им.Молотова,Новый Путь, Путь К Социализму, Им.Степана Разина, Им.Чапаева Полтавский Район Челябинской Области"
Мку Городской Архив Г. Магнитогорска,"Сельскохозяйственная Артель Им.  Партсъезда Верхнеуральского Района, Челябинской Обл. Пос. Ахуново Верхнеуральского Района Челябинской Области"
Мку Городской Архив Г. Магнитогорска,Сельскохозяйственная Артель Им. Андреева  Верхнеуральского Района Челябинской Области
Мку Городской Архив Г. Магнитогорска,Сельскохозяйственная Артель Им. Буденного Бугодакского Сельского Совета Верхнеуральского Района Челябинской Области
Мку Городской Архив Г. Магнитогорска,Сельскохозяйственная Артель Им. Ворошилова Бугодакского Сельского Совета Депутатов Трудящихся И Его Исполнительный Комитет С.Большой Бугодак Верхнеуральского Района Челябинской Области
Мку Городской Архив Г. Магнитогорска,Сельскохозяйственная Артель Им. Дзержинского Верхнеуральского Района Челябинской Области
Мку Городской Архив Г. Магнитогорска,Сельскохозяйственная Артель Им. Пушкина Кирсинского Сельского Совета Верхнеуральского Района Челябинской Области
Мку Городской Архив Г. Магнитогорска,Сельскохозяйственная Артель Им. Сталина Верхнеуральского Сельского Совета Депутатов Трудящихся И Его Исполнительный Комитет С.Форштадт Верхнеуральского Района Челябинской Области
Мку Городской Архив Г. Магнитогорска,Сельскохозяйственная Артель Колхоз Вперёд Андреевского Сельского Совета Брединского Района Челябинской Области
Мку Городской Архив Г. Магнитогорска,Сельскохозяйственная Артель Колхоз Всходы Атамановского Сельского Совета Брединского Района Челябинской Области
Мку Городской Архив Г. Магнитогорска,Сельскохозяйственная Артель Колхоз Имени Калинина Наследницкого Сельского Совета Брединского Района Челябинской Области
Мку Городской Архив Г. Магнитогорска,Сельскохозяйственная Артель Колхоз Новая Жизнь П.Княжеский Полтавского Района Челябинской Области
Мку Городской Архив Г. Магнитогорска,Сельскохозяйственная Артель Красный Кизил  Пос.Кизильский Кизильского Района Уральской Области
Мку Городской Архив Г. Магнитогорска,Сельскохозяйственная Артель  Победа Бугодакского Сельского Совета Верхнеуральского Района Челябинской Области
Мку Городской Архив Г. Магнитогорска,Сельскохозяйственная Артель  Сталинский Путь  Верхнеуральского Района Челябинской Области
Мку Городской Архив Г. Магнитогорска,Сельхозартель Политотделец Спасского Сельского Совета  Пос. Спасский Верхнеуральского Района Челябинской Области
Мку Городской Архив Г. Магнитогорска,Семилетняя Женская Школа  Отдела Народного Образования Магнитогорского Горисполкома Г. Магнитогорск Челябинской Области
Мку Городской Архив Г. Магнитогорска,"Сенкевич Всеволод Антонович, Кандидат Филологических Наук, Профессор Магнитогорского Государственного Педагогического Института По Кафедре Русского Языка"
Мку Городской Архив Г. Магнитогорска,Совхоз Агаповский Управления Сельского Хозяйства Агаповского Районного Исполнительного Комитета Челябинского Треста Овощепром Министерства Плодоовощхоз Рсфср Пос.Агаповска Агаповского Района Челябинской Области
Мку Городской Архив Г. Магнитогорска,Совхоз Астафьевский Нагайбакского Района С.Париж Нагайбакского Района Челябинской Области
Мку Городской Архив Г. Магнитогорска,Совхоз Богдановский  Челябинского Областного Управления Сельского Хозяйства С.Богдановское Кизильского Района Челябинской Области
Мку Городской Архив Г. Магнитогорска,Совхоз Брединский Брединского Района П.Маяк Брединского Района Челябинской Области
Мку Городской Архив Г. Магнитогорска,Совхоз Буранный Агапоского Районого Производственного Управления Сельского Хозяйства П.Буранный Агаповский Район Челябинкой Области
Мку Городской Архив Г. Магнитогорска,Совхоз  Горный  Агаповского Районного Производственного Управления Сельского Хозяйства Министерства Сельского Хозяйства Рсфср П.Светлогорский Агаповского Района Челябинской Области
Мку Городской Архив Г. Магнитогорска,Совхоз Искра И Его Предшественник Агаповского Управления Сельского Хозяйства Челябинского Областного Управления Сельского Хозяйства Пос.Янгельский Агаповского Района Челябинской Области
Мку Городской Архив Г. Магнитогорска,Совхоз Красный Октябрь Верхнеуральского Района Министерства Совхозов Ссср С.Форштадт Верхнеуральского Района Челябинской Области
Мку Городской Архив Г. Магнитогорска,Совхоз  Нагайбакский П.Нагайбакский Нагайбакского Района Челябинской Области
Мку Городской Архив Г. Магнитогорска,Совхоз  Первомайский  Управления Сельского Хозяйства Агаповского Райисполкома Пос.Первомайский Агаповского Района Челябинской Области
Мку Городской Архив Г. Магнитогорска,"Совхоз Победа Кизильского Района С.Зингейское, Кизильский Район Челябинской Области"
Мку Городской Архив Г. Магнитогорска,Совхоз  Поля Орошения  Агаповского Района Челябинской Области
Мку Городской Архив Г. Магнитогорска,Совхоз Пригородный Агаповского Района Челябинской Области
Мку Городской Архив Г. Магнитогорска,Совхоз Путь Октября Кизильского Района Кизильский Район Челябинской Области
Мку Городской Архив Г. Магнитогорска,Совхоз Северный Челябинского Областного Управления Сельского Хозяйства П.Северный Нагайбакского Района Челябинской Области
Мку Городской Архив Г. Магнитогорска,"Совхоз Снежный Карталинского Района, Карталинского Района Челябинской Области"
Мку Городской Архив Г. Магнитогорска,Совхоз Степное Верхнеуральского Района Министерства Совхозов Ссср С.Степное Верхнеуральского Района Челябинской Области
Мку Городской Архив Г. Магнитогорска,Совхоз Уралец Челябинского Треста Молочных Совхозов П. Гранитный Кизильского Района Челябинской Области
Мку Городской Архив Г. Магнитогорска,Совхоз Урал Кизильского Района Кизильский Район Челябинской Области
Мку Городской Архив Г. Магнитогорска,Совхоз Южностепной Карталинского Района Карталинский Район Челябинской Области
Мку Городской Архив Г. Магнитогорска,Спасская Машиннотракторная Станция Министерства Сельского Хозяйства Рсфср Пос.Спасский Верхнеуральского Района Челябинской Области
Мку Городской Архив Г. Магнитогорска,Спасский Сельский Совет Депутатов Трудящихся И Его Исполком С.Спасское Верхнеуральского Района Челябинской Области
